Amul,Grocery,928.0,2026-08-02 09:26:11,true,2025-02-03,1262.0,118,Amul Beverages Way,448,Beverages,"Ryan, Villa and Lawrence"
Nike,Fashion,1051.0,2026-08-02 09:26:11,true,2025-02-26,1567.0,119,Nike Kidswear Think,194,Kidswear,"Schmidt, Adams and Davis"
Prestige,Home,26119.0,2026-08-02 09:26:11,true,2025-11-23,38566.0,120,Prestige Lighting Spring,227,Lighting,"Hahn, Miller and May"
Amul,Grocery,840.0,2026-08-02 09:26:11,true,2024-09-15,1203.0,121,Amul Vegetables Will,269,Vegetables,"Carson, Baxter and Martinez"
Nestlé,Grocery,210.0,2026-08-02 09:26:11,true,2025-10-17,271.0,122,Nestlé Beverages Very,395,Beverages,"Rice, Orozco and Green"
Levi's,Fashion,4307.0,2026-08-02 09:26:11,true,2025-07-18,8369.0,123,Levi's Men's Clothing Mention,54,Men's Clothing,"Galloway, Barker and Ryan"
IKEA,Home,27884.0,2026-08-02 09:26:11,true,2024-08-15,37136.0,124,IKEA Bedding Class,69,Bedding,Rodriguez-Ferrell
Lakmé,Beauty,2168.0,2026-08-02 09:26:11,true,2025-04-09,3089.0,125,Lakmé Personal Care Behind,65,Personal Care,"Martinez, Luna and Smith"
Nike,Fashion,3632.0,2026-08-02 09:26:11,true,2025-09-16,4916.0,126,Nike Women's Clothing Pattern,148,Women's Clothing,Haas PLC
Godrej,Home,17208.0,2026-08-02 09:26:11,true,2024-09-16,25831.0,127,Godrej Kitchenware Miss,383,Kitchenware,"Maddox, May and Fletcher"
Samsung,Electronics,50022.0,2026-08-02 09:26:11,true,2026-04-25,57363.0,128,Samsung Headphones Like,328,Headphones,Smith LLC
Nivea,Beauty,1119.0,2026-08-02 09:26:11,true,2026-03-09,1904.0,129,Nivea Personal Care Poor,250,Personal Care,Fisher LLC
Maybelline,Beauty,2252.0,2026-08-02 09:26:11,true,2025-11-14,3921.0,130,Maybelline Makeup Nice,27,Makeup,Weaver Ltd
Levi's,Fashion,4799.0,2026-08-02 09:26:11,true,2026-05-12,7227.0,131,Levi's Kidswear Federal,331,Kidswear,Olson PLC
Godrej,Home,14121.0,2026-08-02 09:26:11,true,2025-06-10,20238.0,132,Godrej Kitchenware Draw,424,Kitchenware,Pittman Ltd
Bose,Electronics,68889.0,2026-08-02 09:26:11,true,2025-09-18,78146.0,133,Bose Headphones Fire,336,Headphones,Hall Inc
Bose,Electronics,13751.0,2026-08-02 09:26:11,true,2025-04-16,16707.0,134,Bose Mobile Phones Last,242,Mobile Phones,Garcia-Myers
Zara,Fashion,801.0,2026-08-02 09:26:11,true,2025-05-22,1457.0,135,Zara Accessories Project,387,Accessories,Cooper-Chase
Havells,Home,20344.0,2026-08-02 09:26:11,true,2025-10-16,27765.0,136,Havells Bedding Father,15,Bedding,Anderson-Mills
Sony,Electronics,59820.0,2026-08-02 09:26:11,true,2026-07-23,67605.0,137,Sony Headphones Simple,296,Headphones,Williams and Sons
Britannia,Grocery,1261.0,2026-08-02 09:26:11,true,2025-10-25,1962.0,138,Britannia Beverages White,80,Beverages,Thomas-Palmer
Nestlé,Grocery,944.0,2026-08-02 09:26:11,true,2025-11-06,1360.0,139,Nestlé Fruits To,220,Fruits,"Carlson, Davis and Martin"
Sony,Electronics,37649.0,2026-08-02 09:26:11,true,2025-06-12,53001.0,140,Sony Laptops Wonder,60,Laptops,"Brown, Wright and Ochoa"
L'Oréal,Beauty,3474.0,2026-08-02 09:26:11,true,2026-01-31,4933.0,141,L'Oréal Makeup Power,128,Makeup,"Barron, Poole and Lawson"
Samsung,Electronics,20258.0,2026-08-02 09:26:11,true,2025-04-23,26926.0,142,Samsung Headphones Feeling,350,Headphones,Houston-Gonzalez
L'Oréal,Beauty,975.0,2026-08-02 09:26:11,true,2025-01-30,1700.0,143,L'Oréal Fragrances Pull,270,Fragrances,"Patrick, Wallace and Sandoval"
Nestlé,Grocery,175.0,2026-08-02 09:26:11,true,2025-10-20,235.0,144,Nestlé Vegetables Kid,326,Vegetables,Jones-Miller
Bose,Electronics,44752.0,2026-08-02 09:26:11,true,2024-09-22,54209.0,145,Bose Smartwatches Matter,135,Smartwatches,"Wilson, Marshall and Meyer"
Dell,Electronics,58613.0,2026-08-02 09:26:11,true,2025-07-05,67080.0,146,Dell Headphones Floor,256,Headphones,Riggs-Boone
Bose,Electronics,43187.0,2026-08-02 09:26:11,true,2025-07-07,53036.0,147,Bose Headphones Buy,288,Headphones,Richards-Cox
Havells,Home,35455.0,2026-08-02 09:26:11,true,2025-02-19,46232.0,148,Havells Decor System,153,Decor,Thompson-Adams
Prestige,Home,33449.0,2026-08-02 09:26:11,true,2026-07-17,40278.0,149,Prestige Bedding Outside,377,Bedding,"Harrington, Charles and Hood"
Levi's,Fashion,5017.0,2026-08-02 09:26:11,true,2025-01-15,6762.0,150,Levi's Footwear Common,30,Footwear,"White, Mcbride and Arnold"
Levi's,Fashion,5007.0,2026-08-02 09:26:11,true,2025-10-21,6792.0,151,Levi's Footwear Too,180,Footwear,Rodriguez-Navarro
H&M,Fashion,2300.0,2026-08-02 09:26:11,true,2024-10-05,3668.0,152,H&M Footwear These,296,Footwear,Martinez-Kennedy
Godrej,Home,19441.0,2026-08-02 09:26:11,true,2026-07-25,23722.0,153,Godrej Kitchenware Choose,151,Kitchenware,Lyons-Ray
Levi's,Fashion,1120.0,2026-08-02 09:26:11,true,2024-11-04,1711.0,154,Levi's Footwear Participant,124,Footwear,Ayala and Sons
Nivea,Beauty,229.0,2026-08-02 09:26:11,true,2025-05-15,412.0,155,Nivea Makeup Season,492,Makeup,"Mcmillan, Jenkins and Heath"
Nestlé,Grocery,993.0,2026-08-02 09:26:11,true,2026-07-24,1394.0,156,Nestlé Fruits None,224,Fruits,Walters Inc
Britannia,Grocery,299.0,2026-08-02 09:26:11,true,2024-08-30,379.0,157,Britannia Beverages Nation,33,Beverages,"Gonzalez, Barnes and Jones"
Godrej,Home,15140.0,2026-08-02 09:26:11,true,2024-09-18,20145.0,158,Godrej Furniture Evening,420,Furniture,"Smith, Hall and Wright"
Havells,Home,1396.0,2026-08-02 09:26:11,true,2025-07-16,1970.0,159,Havells Decor Rather,409,Decor,Harris-Stewart
IKEA,Home,31250.0,2026-08-02 09:26:11,true,2026-03-06,43230.0,160,IKEA Bedding Process,347,Bedding,"Jones, Taylor and Conrad"
Havells,Home,28207.0,2026-08-02 09:26:11,true,2026-01-10,43006.0,161,Havells Decor Perhaps,29,Decor,Smith Group
Maybelline,Beauty,1080.0,2026-08-02 09:26:11,true,2026-01-13,1958.0,162,Maybelline Personal Care Back,303,Personal Care,"Dean, Burgess and Nguyen"
Nivea,Beauty,1977.0,2026-08-02 09:26:11,true,2026-05-26,2728.0,163,Nivea Fragrances History,137,Fragrances,Tucker-Carr
Nike,Fashion,3905.0,2026-08-02 09:26:11,true,2025-03-05,7348.0,164,Nike Accessories Every,468,Accessories,Mitchell-Snyder
Havells,Home,10514.0,2026-08-02 09:26:11,true,2025-05-16,13482.0,165,Havells Kitchenware Pm,135,Kitchenware,"Burton, Payne and Espinoza"
Lakmé,Beauty,1958.0,2026-08-02 09:26:11,true,2026-04-22,2720.0,166,Lakmé Haircare Hour,450,Haircare,"Rodgers, Colon and Wheeler"
Zara,Fashion,1778.0,2026-08-02 09:26:11,true,2026-01-07,3216.0,167,Zara Footwear Evening,249,Footwear,West LLC
Nivea,Beauty,1146.0,2026-08-02 09:26:11,true,2024-11-23,1723.0,168,Nivea Haircare Yes,339,Haircare,"Smith, Johnson and Kim"
Maybelline,Beauty,159.0,2026-08-02 09:26:11,true,2025-07-28,249.0,169,Maybelline Makeup Process,185,Makeup,Maxwell-Moreno
IKEA,Home,4834.0,2026-08-02 09:26:11,true,2025-10-30,7273.0,170,IKEA Kitchenware Health,300,Kitchenware,Maldonado-Richards
Samsung,Electronics,64181.0,2026-08-02 09:26:11,true,2025-01-07,83036.0,171,Samsung Cameras Maintain,367,Cameras,Martinez-Mora
Philips,Home,30905.0,2026-08-02 09:26:11,true,2025-04-21,38976.0,172,Philips Decor Its,375,Decor,"King, Brennan and Weiss"
Kellogg's,Grocery,1276.0,2026-08-02 09:26:11,true,2025-12-11,1644.0,173,Kellogg's Beverages Single,127,Beverages,"Ingram, Foster and Pierce"
Dell,Electronics,75178.0,2026-08-02 09:26:11,true,2025-12-12,96075.0,174,Dell Cameras Less,40,Cameras,"Garcia, Robinson and Perry"
Adidas,Fashion,2014.0,2026-08-02 09:26:11,true,2025-10-30,2897.0,175,Adidas Women's Clothing Begin,365,Women's Clothing,"Russell, Lopez and Howell"
Samsung,Electronics,39172.0,2026-08-02 09:26:11,true,2025-01-20,46832.0,176,Samsung Mobile Phones Feeling,124,Mobile Phones,"Schultz, Pacheco and Gutierrez"
Britannia,Grocery,673.0,2026-08-02 09:26:11,true,2026-03-01,979.0,177,Britannia Fruits College,91,Fruits,Thompson-Saunders
Philips,Home,18231.0,2026-08-02 09:26:11,true,2024-11-01,26861.0,178,Philips Bedding Our,25,Bedding,Hill Group
Havells,Home,25349.0,2026-08-02 09:26:11,true,2025-01-19,30223.0,179,Havells Kitchenware Inside,230,Kitchenware,"Jones, Roberts and Lopez"
Dove,Beauty,1120.0,2026-08-02 09:26:11,true,2025-04-08,1645.0,180,Dove Personal Care Assume,45,Personal Care,Martin-Gomez
Adidas,Fashion,591.0,2026-08-02 09:26:11,true,2024-10-20,1113.0,181,Adidas Footwear Top,78,Footwear,"Parker, Taylor and Graves"
Apple,Electronics,65282.0,2026-08-02 09:26:11,true,2025-04-28,73455.0,182,Apple Cameras Surface,247,Cameras,Hart-Moyer
Maybelline,Beauty,3130.0,2026-08-02 09:26:11,true,2025-11-05,4579.0,183,Maybelline Makeup Water,39,Makeup,"Thompson, Stewart and Bush"
L'Oréal,Beauty,2786.0,2026-08-02 09:26:11,true,2025-05-20,4543.0,184,L'Oréal Makeup Product,247,Makeup,Keith LLC
Nike,Fashion,1056.0,2026-08-02 09:26:11,true,2025-08-27,2100.0,185,Nike Kidswear Campaign,116,Kidswear,"Vasquez, Rubio and Burke"
PepsiCo,Grocery,1235.0,2026-08-02 09:26:11,true,2026-04-24,1842.0,186,PepsiCo Snacks Life,425,Snacks,Mendoza LLC
Zara,Fashion,4384.0,2026-08-02 09:26:11,true,2026-01-19,6424.0,187,Zara Accessories Be,149,Accessories,"Mejia, Miller and Kemp"
PepsiCo,Grocery,929.0,2026-08-02 09:26:11,true,2025-11-06,1427.0,188,PepsiCo Vegetables Approach,120,Vegetables,Ortiz-Ellis
Maybelline,Beauty,1049.0,2026-08-02 09:26:11,true,2025-11-01,1693.0,189,Maybelline Personal Care Control,324,Personal Care,Freeman-Morgan
Kellogg's,Grocery,906.0,2026-08-02 09:26:11,true,2025-09-12,1176.0,190,Kellogg's Beverages Pay,142,Beverages,Duncan-Perez
Philips,Home,4817.0,2026-08-02 09:26:11,true,2025-11-01,6923.0,191,Philips Bedding Current,415,Bedding,"Wheeler, Foster and Fernandez"
Kellogg's,Grocery,749.0,2026-08-02 09:26:11,true,2025-04-17,1002.0,192,Kellogg's Fruits Movement,93,Fruits,Anderson and Sons
Havells,Home,4717.0,2026-08-02 09:26:11,true,2025-09-19,6513.0,193,Havells Furniture Poor,452,Furniture,Serrano LLC
Sony,Electronics,34098.0,2026-08-02 09:26:11,true,2025-01-14,44654.0,194,Sony Smartwatches List,257,Smartwatches,Carr Inc
Dell,Electronics,13070.0,2026-08-02 09:26:11,true,2024-09-15,15045.0,195,Dell Smartwatches Material,99,Smartwatches,Allen-Brown
Bose,Electronics,46735.0,2026-08-02 09:26:11,true,2024-12-20,53212.0,196,Bose Mobile Phones Because,124,Mobile Phones,Li-Wilson
IKEA,Home,25676.0,2026-08-02 09:26:11,true,2025-04-16,34046.0,197,IKEA Lighting Hit,95,Lighting,Mcmahon Ltd
Godrej,Home,24385.0,2026-08-02 09:26:11,true,2026-03-19,35911.0,198,Godrej Bedding Finally,307,Bedding,James-Johnson
Amul,Grocery,1052.0,2026-08-02 09:26:11,true,2026-07-17,1500.0,199,Amul Beverages Few,5,Beverages,"Stephens, Thompson and Jones"
Godrej,Home,33375.0,2026-08-02 09:26:11,true,2025-08-01,39740.0,200,Godrej Lighting White,326,Lighting,"Kim, Gutierrez and Mckee"
Havells,Home,32896.0,2026-08-02 09:26:11,true,2026-01-15,49352.0,201,Havells Lighting Environment,1,Lighting,"Hart, Curry and Grant"
Amul,Grocery,968.0,2026-08-02 09:26:11,true,2025-02-15,1566.0,202,Amul Fruits Imagine,27,Fruits,Davenport-Hawkins
PepsiCo,Grocery,372.0,2026-08-02 09:26:11,true,2025-04-10,578.0,203,PepsiCo Beverages New,386,Beverages,Brown-Bass
Godrej,Home,712.0,2026-08-02 09:26:11,true,2025-03-04,1064.0,204,Godrej Furniture Leg,49,Furniture,"Carlson, Hebert and Lewis"
Godrej,Home,15202.0,2026-08-02 09:26:11,true,2024-12-16,21315.0,205,Godrej Bedding Impact,360,Bedding,Armstrong and Sons
Prestige,Home,16186.0,2026-08-02 09:26:11,true,2025-05-06,24266.0,206,Prestige Bedding Information,1,Bedding,Young-Davis
Nestlé,Grocery,1385.0,2026-08-02 09:26:11,true,2025-07-10,1875.0,207,Nestlé Snacks Whatever,297,Snacks,Schmidt-Ortega
Britannia,Grocery,743.0,2026-08-02 09:26:11,true,2025-11-21,1032.0,208,Britannia Dairy Her,84,Dairy,Mcgrath-Rollins
Havells,Home,4934.0,2026-08-02 09:26:11,true,2026-04-23,6287.0,209,Havells Decor Quite,363,Decor,Pierce PLC
Sony,Electronics,23515.0,2026-08-02 09:26:11,true,2024-12-15,30207.0,210,Sony Cameras Include,492,Cameras,Boyd-Crosby
L'Oréal,Beauty,2741.0,2026-08-02 09:26:11,true,2025-02-07,4320.0,211,L'Oréal Skincare Organization,351,Skincare,Rice and Sons
Maybelline,Beauty,1734.0,2026-08-02 09:26:11,true,2024-12-06,2482.0,212,Maybelline Haircare Owner,476,Haircare,Blevins-Shepherd
Havells,Home,9603.0,2026-08-02 09:26:11,true,2026-06-26,12239.0,213,Havells Furniture Course,138,Furniture,Robinson-Lee
Levi's,Fashion,2993.0,2026-08-02 09:26:11,true,2026-04-11,4343.0,214,Levi's Women's Clothing Best,228,Women's Clothing,Casey-Vincent
Samsung,Electronics,51661.0,2026-08-02 09:26:11,true,2026-02-11,60768.0,215,Samsung Cameras Form,304,Cameras,"Schwartz, Oneal and Dominguez"
Adidas,Fashion,2234.0,2026-08-02 09:26:11,true,2025-12-12,3952.0,216,Adidas Men's Clothing Almost,372,Men's Clothing,Wheeler-Williams
Nivea,Beauty,3079.0,2026-08-02 09:26:11,true,2024-12-05,4186.0,217,Nivea Haircare Light,363,Haircare,"Webb, Sanchez and Nelson"
Havells,Home,8171.0,2026-08-02 09:26:11,true,2024-11-21,11542.0,218,Havells Decor Build,329,Decor,Harrison Ltd
Nestlé,Grocery,600.0,2026-08-02 09:26:11,true,2024-10-30,996.0,219,Nestlé Beverages Fund,45,Beverages,Garner-Reid
Kellogg's,Grocery,108.0,2026-08-02 09:26:11,true,2025-09-20,160.0,220,Kellogg's Snacks Field,471,Snacks,Nicholson-Hester
Godrej,Home,1672.0,2026-08-02 09:26:11,true,2024-11-12,2276.0,221,Godrej Bedding Tree,157,Bedding,"Gentry, Mckinney and Padilla"
Dove,Beauty,1880.0,2026-08-02 09:26:11,true,2026-05-10,3315.0,222,Dove Skincare Recent,85,Skincare,Thompson Inc
Lakmé,Beauty,2536.0,2026-08-02 09:26:11,true,2025-12-06,3403.0,223,Lakmé Skincare West,394,Skincare,Schaefer-Espinoza
Adidas,Fashion,2365.0,2026-08-02 09:26:11,true,2025-08-28,3817.0,224,Adidas Kidswear Ability,375,Kidswear,"Chapman, Alvarez and Marsh"
Godrej,Home,3258.0,2026-08-02 09:26:11,true,2025-09-01,4237.0,225,Godrej Lighting Exist,445,Lighting,Lee LLC
Godrej,Home,11144.0,2026-08-02 09:26:11,true,2026-03-20,14745.0,226,Godrej Kitchenware For,146,Kitchenware,Hunter-Fitzgerald
Zara,Fashion,3319.0,2026-08-02 09:26:11,true,2026-05-07,5556.0,227,Zara Men's Clothing Look,395,Men's Clothing,Ramirez-Gutierrez
Prestige,Home,12391.0,2026-08-02 09:26:11,true,2025-04-08,14856.0,228,Prestige Decor Hold,101,Decor,Edwards Inc
Amul,Grocery,1563.0,2026-08-02 09:26:11,true,2026-02-08,1996.0,229,Amul Beverages Serious,219,Beverages,Lee and Sons
Amul,Grocery,747.0,2026-08-02 09:26:11,true,2024-11-10,1071.0,230,Amul Vegetables Hand,298,Vegetables,Roberts-Hernandez
IKEA,Home,35303.0,2026-08-02 09:26:11,true,2025-04-13,48684.0,231,IKEA Furniture Again,411,Furniture,Morgan PLC
Samsung,Electronics,30523.0,2026-08-02 09:26:11,true,2025-06-17,34940.0,232,Samsung Cameras Second,418,Cameras,Day Inc
Sony,Electronics,34909.0,2026-08-02 09:26:11,true,2025-07-27,48208.0,233,Sony Cameras Country,120,Cameras,"Garcia, Russell and Smith"
Zara,Fashion,5505.0,2026-08-02 09:26:11,true,2024-10-16,7853.0,234,Zara Men's Clothing Minute,192,Men's Clothing,"Curry, Robinson and Brandt"
Lakmé,Beauty,1563.0,2026-08-02 09:26:11,true,2024-09-09,2275.0,235,Lakmé Skincare Tend,116,Skincare,"Rodriguez, James and Ortiz"
Nike,Fashion,2407.0,2026-08-02 09:26:11,true,2026-03-04,3800.0,236,Nike Kidswear Create,112,Kidswear,"Jones, Washington and Thornton"
Kellogg's,Grocery,1090.0,2026-08-02 09:26:11,true,2025-10-09,1460.0,237,Kellogg's Vegetables Everybody,105,Vegetables,Pham Inc
L'Oréal,Beauty,3279.0,2026-08-02 09:26:11,true,2026-03-24,4509.0,238,L'Oréal Haircare Notice,247,Haircare,Barrera PLC
Havells,Home,40055.0,2026-08-02 09:26:11,true,2026-03-11,48662.0,239,Havells Lighting Network,479,Lighting,Spencer-Nguyen
Bose,Electronics,17988.0,2026-08-02 09:26:11,true,2025-02-26,25126.0,240,Bose Laptops See,147,Laptops,"Keith, Yang and Thomas"
Godrej,Home,21079.0,2026-08-02 09:26:11,true,2026-01-02,25322.0,241,Godrej Lighting Perform,392,Lighting,"Wise, Russell and Chen"
Amul,Grocery,590.0,2026-08-02 09:26:11,true,2025-05-28,893.0,242,Amul Snacks Expert,409,Snacks,"Moore, Gates and Andersen"
Zara,Fashion,652.0,2026-08-02 09:26:11,true,2026-07-31,1153.0,243,Zara Accessories Father,236,Accessories,Tucker PLC
Britannia,Grocery,966.0,2026-08-02 09:26:11,true,2025-12-22,1322.0,244,Britannia Fruits Worry,492,Fruits,Salinas-Friedman
Britannia,Grocery,324.0,2026-08-02 09:26:11,true,2026-05-21,429.0,245,Britannia Beverages Over,413,Beverages,"Ford, Nguyen and Wang"
H&M,Fashion,6292.0,2026-08-02 09:26:11,true,2025-08-12,8917.0,246,H&M Kidswear Visit,21,Kidswear,White Inc
H&M,Fashion,1705.0,2026-08-02 09:26:11,true,2025-08-13,2854.0,247,H&M Accessories Car,27,Accessories,Howe LLC
Levi's,Fashion,391.0,2026-08-02 09:26:11,true,2024-10-15,688.0,248,Levi's Men's Clothing Red,451,Men's Clothing,Doyle-Mills
Adidas,Fashion,3425.0,2026-08-02 09:26:11,true,2026-06-01,5334.0,249,Adidas Accessories Reason,205,Accessories,Carlson PLC
Nivea,Beauty,1542.0,2026-08-02 09:26:11,true,2024-08-13,2622.0,250,Nivea Personal Care Support,485,Personal Care,"Anthony, Jones and Cochran"
Sony,Electronics,39048.0,2026-08-02 09:26:11,true,2025-11-09,43881.0,251,Sony Smartwatches Reason,366,Smartwatches,Sharp PLC
H&M,Fashion,3183.0,2026-08-02 09:26:11,true,2025-03-23,4515.0,252,H&M Women's Clothing Sit,191,Women's Clothing,"Mccall, Hanson and Jones"
Maybelline,Beauty,2971.0,2026-08-02 09:26:11,true,2025-07-27,4438.0,253,Maybelline Makeup Account,308,Makeup,Liu Group
Amul,Grocery,376.0,2026-08-02 09:26:11,true,2026-06-18,617.0,254,Amul Beverages Others,272,Beverages,"Shaw, Todd and Perkins"
Bose,Electronics,70975.0,2026-08-02 09:26:11,true,2025-12-26,80019.0,255,Bose Cameras Long,182,Cameras,Jackson Inc
Nivea,Beauty,1583.0,2026-08-02 09:26:11,true,2024-11-10,2871.0,256,Nivea Fragrances When,494,Fragrances,"Contreras, Nelson and Mitchell"
Amul,Grocery,704.0,2026-08-02 09:26:11,true,2026-04-10,1047.0,257,Amul Beverages While,202,Beverages,Stuart-Bowen
Philips,Home,23626.0,2026-08-02 09:26:11,true,2024-09-24,32179.0,258,Philips Bedding Paper,458,Bedding,Reynolds-Cunningham
IKEA,Home,32023.0,2026-08-02 09:26:11,true,2025-05-29,44969.0,259,IKEA Kitchenware Hospital,484,Kitchenware,Farmer LLC
Bose,Electronics,58572.0,2026-08-02 09:26:11,true,2025-08-11,68997.0,260,Bose Cameras Raise,389,Cameras,Malone PLC
Samsung,Electronics,11566.0,2026-08-02 09:26:11,true,2026-04-09,16355.0,261,Samsung Cameras Traditional,445,Cameras,Marshall Ltd
Kellogg's,Grocery,690.0,2026-08-02 09:26:11,true,2025-02-23,1139.0,262,Kellogg's Fruits Safe,319,Fruits,"Guerrero, Arias and Berg"
Britannia,Grocery,608.0,2026-08-02 09:26:11,true,2025-10-03,771.0,263,Britannia Snacks Big,66,Snacks,Blair Group
H&M,Fashion,672.0,2026-08-02 09:26:11,true,2024-10-26,1128.0,264,H&M Accessories Mention,487,Accessories,Gonzalez-Whitney
Godrej,Home,19233.0,2026-08-02 09:26:11,true,2026-05-13,23932.0,265,Godrej Kitchenware How,370,Kitchenware,"Johnson, Burnett and Boyd"
Levi's,Fashion,3526.0,2026-08-02 09:26:11,true,2026-03-20,6886.0,266,Levi's Kidswear Teach,128,Kidswear,Green-Daniels
L'Oréal,Beauty,364.0,2026-08-02 09:26:11,true,2025-05-20,632.0,267,L'Oréal Fragrances Call,473,Fragrances,Dillon-Richardson
L'Oréal,Beauty,1556.0,2026-08-02 09:26:11,true,2024-08-19,2107.0,268,L'Oréal Fragrances The,86,Fragrances,Phillips Inc
Nivea,Beauty,2367.0,2026-08-02 09:26:11,true,2025-07-06,3233.0,269,Nivea Personal Care Once,83,Personal Care,Koch Group
Nivea,Beauty,2493.0,2026-08-02 09:26:11,true,2025-07-16,3585.0,270,Nivea Skincare Produce,168,Skincare,Vargas-Kelly
H&M,Fashion,3090.0,2026-08-02 09:26:11,true,2025-04-11,5633.0,271,H&M Footwear Stuff,478,Footwear,Aguilar Inc
Nestlé,Grocery,566.0,2026-08-02 09:26:11,true,2025-09-11,874.0,272,Nestlé Fruits Parent,110,Fruits,Johnson-Soto
Philips,Home,12882.0,2026-08-02 09:26:11,true,2025-09-11,18899.0,273,Philips Lighting Do,481,Lighting,"Murphy, Costa and Steele"
Nike,Fashion,6834.0,2026-08-02 09:26:11,true,2026-05-12,9358.0,274,Nike Accessories Plant,139,Accessories,Thomas LLC
Bose,Electronics,78167.0,2026-08-02 09:26:11,true,2025-01-10,93469.0,275,Bose Laptops Range,301,Laptops,"Morales, Baldwin and Mitchell"
Zara,Fashion,5694.0,2026-08-02 09:26:11,true,2026-02-04,9049.0,276,Zara Footwear Strong,409,Footwear,Owen Ltd
Lakmé,Beauty,2639.0,2026-08-02 09:26:11,true,2026-02-15,3542.0,277,Lakmé Haircare Article,339,Haircare,"Meyer, Mcgee and Jackson"
Dell,Electronics,78754.0,2026-08-02 09:26:11,true,2026-04-14,87973.0,278,Dell Cameras Better,53,Cameras,Santos-Leach
Levi's,Fashion,804.0,2026-08-02 09:26:11,true,2026-02-28,1580.0,279,Levi's Women's Clothing Bed,186,Women's Clothing,Lawrence Group
L'Oréal,Beauty,2392.0,2026-08-02 09:26:11,true,2025-04-10,3689.0,280,L'Oréal Fragrances Pull,486,Fragrances,Wade LLC
IKEA,Home,17784.0,2026-08-02 09:26:11,true,2025-06-29,25308.0,281,IKEA Bedding Themselves,126,Bedding,Martin-Fisher
Sony,Electronics,14113.0,2026-08-02 09:26:11,true,2025-10-15,17249.0,282,Sony Mobile Phones Food,172,Mobile Phones,Myers Group
Nestlé,Grocery,200.0,2026-08-02 09:26:11,true,2025-12-23,260.0,283,Nestlé Fruits Everyone,105,Fruits,Johnson Inc
PepsiCo,Grocery,1259.0,2026-08-02 09:26:11,true,2025-04-15,1667.0,284,PepsiCo Snacks Ask,326,Snacks,"Edwards, Smith and Weaver"
Lakmé,Beauty,2072.0,2026-08-02 09:26:11,true,2026-07-12,3636.0,285,Lakmé Personal Care None,483,Personal Care,Thompson and Sons
Levi's,Fashion,3613.0,2026-08-02 09:26:11,true,2026-01-11,5126.0,286,Levi's Men's Clothing Purpose,8,Men's Clothing,Roberson-Morris
Godrej,Home,15684.0,2026-08-02 09:26:11,true,2025-12-12,19337.0,287,Godrej Bedding Off,480,Bedding,Ortiz PLC
Bose,Electronics,71949.0,2026-08-02 09:26:11,true,2025-10-28,89957.0,288,Bose Laptops Walk,72,Laptops,Mcdonald LLC
Philips,Home,3763.0,2026-08-02 09:26:11,true,2024-09-21,4513.0,289,Philips Bedding Dinner,2,Bedding,Santana-Wright
